course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
114836,13,AFAM 105 - Race and Health Inequities in the US,AFAM 105,AFAM,"A review of the health and health-related issues of Blacks/African Americans within the U.S.. Major disease health trends are discussed as by-products of the interaction of biological, cultural, economic and social forces in the U.S.",3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114837,13,AFAM 110 - Race and Education in the US,AFAM 110,AFAM,"Analysis of economic, sociocultural and educational issues that affect Black students. Emphasis directed at elementary and secondary school systems.",3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114838,13,"AFAM 111 - African Nations: History, Politics, and Culture",AFAM 111,AFAM,"Examination, exploration, and analysis of societies, history, and culture of nations on the African continent over time.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114839,13,AFAM 115 - The Great Migration and Black Communities,AFAM 115,AFAM,Analysis of historical development of African-Americans including migrational trends of Blacks from the rural South to urban North. Search for alternatives in new institutions and modification of old ones.,3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114840,13,AFAM 120 - Sociology of Black Communities,AFAM 120,AFAM,"Sociological analysis of the African American community traces development of the community from its historical inception to contemporary urban settings. Analyzes important trends, shifting values, institutional development and urban problems.  Also examines how patriarchy, race, and class shape African Americans in their everyday lives in American society.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114841,13,AFAM 125 - Black Kinship in the US - Black Families Past and Present,AFAM 125,AFAM,Sociological analysis of the Black family from its African roots to twenty-first century types. Influence of the American experience and the African American relationship practices,3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114842,13,AFAM 130 - Black Perspectives in Psychology - Black Psychology,AFAM 130,AFAM,"Impact of Black society and culture on personality growth in light of current sociological and social-psychological studies. Social interaction, group membership within the Black community and its influence on the shaping of behavior.",3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114843,13,AFAM 134 - The Black Civil Rights Movements,AFAM 134,AFAM,"Origins and development of the Civil Rights movement from 1865 to present. Analysis of the role of Martin L. King. Examines how political, social, economic, and cultural issues have shaped both American and African American life in terms of race relations in the United States in relationship to the origins and development of the Civil Rights movement since the Reconstruction era (1865-77).",3 unit(s),Letter Graded,C-,,,,,F: Ethnic Studies.,Upper,"While this course is open to all undergraduate students including freshmen, this is an upper division course best suited for sophomore, junior or senior level students."
114844,13,AFAM 137 - Introduction to Black Religion,AFAM 137,AFAM,"Analysis of formation and development of African American religious ideas and institutions (i.e., Christianity, Islam, Judaism) in the Black community and their effect on the African American personality.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114845,13,"AFAM 142 - Race, Justice, and the Legal System",AFAM 142,AFAM,"Analysis of the politics of law and race in the U.S. with a focus on the experience of African-Americans and other racial and ethnic minorities as offenders, victims and as citizens engaged in a continuing movement for equality and an end to injustice.",3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114846,13,AFAM 150 - West African Drumming and Culture (INACTIVATED - NOT OFFERED),AFAM 150,AFAM,"A study of the instrumental music, song, and dance of the African Diaspora with an emphasis on its cultural context.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114847,13,"AFAM 151 - Race, Class and the Environment",AFAM 151,AFAM,"Analysis of the relationship between the environmental crisis and people of color and poor communities in the U.S., emphasizing the interplay among race/ethnicity, class and politics in the struggle for environmental justice and survival by communities of color and poor people.",3 unit(s),Letter Graded,C-,,,,,,Upper,
114848,13,AFAM 152 - Black Feminisms,AFAM 152,AFAM,"Exploration of the social, historical, and cultural factors influencing the Black women in U.S. society.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114849,13,"AFAM 155A - Triumphs and Trials of the Black Athlete in the U.S., 1850-1999",AFAM 155A,AFAM,"Examines the significance and impact of Black athletes on popular culture, race relations and historical and social movements in the U.S. and abroad from 1850 - 1999.",3 unit(s),Letter Graded,C-,,,,,,Upper,
114850,13,AFAM 156 - Black Women&#8217;s Writing,AFAM 156,AFAM,Comparative analysis of the meaning and developmental stages of womanhood for women of African ancestry as depicted in the fiction of women of African ancestry. Emphasis on the role of race and culture in shaping contemporary conceptions of womanhood among Black women.,3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114851,13,AFAM 159 - The Racial Wealth Gap in America,AFAM 159,AFAM,Analysis of continuing racial economic disadvantage in context of corporate and public policies. Exploration of new economic development and career opportunities emerging from changed environmental protection priorities.,3 unit(s),Letter Graded,C-,Upper division standing or instructor consent.,,,,,Upper,
114852,13,AFAM 160 - Black Political Power in the US,AFAM 160,AFAM,Examines the lives and major contributions of African-Americans to politics and U.S. society.,3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114853,13,AFAM 161 - Black Representations in Media and New Technology,AFAM 161,AFAM,"Examination of the representation of Black people in film, TV, and traditional and social media as well as new/alternative technological informational sources.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114854,13,AFAM 164 - Black Entrepreneurship,AFAM 164,AFAM,"Private sector businesses from the perspective of racial ownership and consumption patterns. Historical development, future trends, consumer market, government regulations and funding support as they impact the success of Black business.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114855,13,AFAM 166 - Black Women&#8217;s Histories,AFAM 166,AFAM,"Role of African American women in shaping U.S. history through a shared afrocentric gender legacy of activism and public life guardianship. Resulting impacts on abolition, lynching deterrence, labor unions, civil rights and professional activities.",3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114856,13,AFAM 180 - Individual Studies,AFAM 180,AFAM,Individual research project and field activity on phase or topic not covered in regular course offerings.,1-4 unit(s),Credit/No Credit,C-,Upper division standing.,,,,,Upper,
114857,13,AFAM 184 - Directed Reading,AFAM 184,AFAM,Limited to qualified upper division students.,1-4 unit(s),Credit/No Credit,C-,Upper division standing.,,,,,Upper,
114858,13,AFAM 190 - Internship in Community Development,AFAM 190,AFAM,"Supervised placement in practical situations where community workers are employed: community planning, correctional services, community development agencies, etc.",1-4 unit(s),Credit/No Credit,C-,Upper division standing or instructor consent.,,,,,Upper,
114859,13,AFAM 192 - International Program Studies,AFAM 192,AFAM,"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",1-6 unit(s),Mixed Grading,C-,,,,,,Upper,
114860,13,"AFAM 157 - Race, Tech, and Global Futures",AFAM 157,AFAM,Examines the impact of globalization and technology on youth worldwide from the perspective of youth in different cultures and countries.  Topics vary and focus on specific countries. Some sessions are faculty-led international programs.,3 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
114861,13,AFAM 198 - Senior Seminar in African American Studies,AFAM 198,AFAM,"Major themes and topics in the African American experience analyzed through readings, reports and discussions. Topics and materials vary each semester. Course is repeatable for 6 unit maximum.",3 unit(s),Letter Graded,C-,"AFAM 2A, AFAM 2B and senior standing.",,,,,Upper,
114862,13,AFAM 200 - Seminar in African Origins,AFAM 200,AFAM,Analysis of historical writings of pre-colonial and colonial West Africa as a relevant background tool to the history of Black people in the U.S. Discussions based on assumption that assignments have been read in advance.,3 unit(s),Letter Graded,C-,Upper division or graduate standing.,,,,,Upper,
114863,13,AFAM 210 - Seminar in African-American History (INACTIVATED - NOT OFFERED),AFAM 210,AFAM,Detailed study and survey of the dispersal of African peoples from Africa to the United States and to other parts of the Americas.,3 unit(s),Letter Graded,C-,,,,,,Upper,
114864,13,AFAM 220 - Seminar in Black Communities,AFAM 220,AFAM,"Analysis of various aspects of socio-psychological development in the Black community. Particular emphasis on socialization and social perception, ghettoization (causes and consequences), prejudice, stress and inter-group relations.",3 unit(s),Letter Graded,C-,,,,,,Upper,
